,Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?,Temp,m0,m1,m2,colour,dist,abs_mag,Total_Flux,Luminosity,Radius,trial_radius,trial_Luminosity
252,FrontS133195,17.2206,0.4053,8.133e-14,1.282e-13,2.428e-13,0.277,1.85,0,3600,-13.089749227699851,-12.892111974817201,-12.614751317596781,0.47499791010307035,3.6101083032490973,-11.777071512946097,4.635512349608003e-19,7.230026877477854e+16,24579.24241660607,787729201.9977182,7.426032012614801e+25
253,FrontS133196,-1.5758,3.4134,1.09e-16,2.249e-16,7.233e-16,0.033,-0.27,0,2900,-15.962573502059376,-15.648010544564368,-15.140681534902884,0.8218919671564926,30.3030303030303,-12.685038424320144,2.9158552615820286e-21,3.2043488470399964e+16,25216.0721155393,829539048.3066164,3.4678362548950243e+25
254,FrontS133197,5.9177,0.0637,8.744e-19,2.229e-18,1.118e-17,0.017,0.5,0,2500,-18.058289851058355,-17.65188993151976,-16.951558196449596,1.1067316546087582,58.8235294117647,-14.11278777427631,9.386756842111098e-23,3887043784204794.5,11817.707525793394,395358729.77199495,4.350464439252537e+24
255,FrontS133198,3.8619,2.028,9.993e-19,3.024e-18,2.197e-17,0.034,0.75,0,2200,-18.00030411258916,-17.51941821317083,-16.65816994307949,1.34213416950967,29.41176470588235,-14.582376047255341,4.567068582675621e-22,4728042881297682.0,16830.57216332994,562043086.5280313,5.272576217663848e+24
256,FrontS133200,10.1438,-1.0254,7.51e-16,1.297e-15,2.808e-15,0.044,2.49,0,3300,-15.124360062995832,-14.88706002391592,-14.551602896542231,0.5727571664536004,22.72727272727273,-12.173965376888294,7.494617028636828e-21,4.632823981359088e+16,23415.23704809626,754006856.4628348,4.803958783162708e+25
257,FrontS133201,18.692,-0.886,5.934e-19,1.945e-18,1.621e-17,0.03,2.3,0,2200,-18.226652458019178,-17.711080394338275,-16.790216985151485,1.436435472867693,33.333333333333336,-14.6653229037776,2.7119968947860634e-22,3606188183396071.5,14698.816556835085,510853274.90029144,4.355881032965812e+24
258,FrontS133202,1.1575,0.2525,1.196e-12,2.433e-12,7.658e-12,0.044,1.89,0,2900,-11.922268820347607,-11.613857891069182,-11.115884637988332,0.8063841823592757,22.72727272727273,-8.900763244041556,3.199415498029453e-17,1.9777299879322544e+20,1981029.9530747456,64710450637.50012,2.1102492906135042e+29
259,FrontS133203,-41.7181,1.7178,5.147e-16,9.592e-16,2.614e-15,0.052,-3.97,0,3100,-15.288445831749831,-15.018090829909207,-14.582694416755475,0.7057514149943565,19.23076923076923,-12.450097517178806,8.079183599288932e-21,3.575711718460469e+16,23311.026590508707,755490492.1235121,3.7557588946581873e+25
260,FrontS133204,24.3248,-0.4724,7.293e-16,1.324e-15,3.241e-15,0.046,3.39,0,3200,-15.137093786437001,-14.878112014896319,-14.48932096896779,0.6477728174692103,21.73913043478261,-12.203627678259467,9.045868455081454e-21,5.1160680449049064e+16,26168.072715739643,850812407.7736318,5.4082961609725795e+25
261,FrontS133205,-29.5301,-4.9719,1.372e-15,2.553e-15,6.535e-15,0.061,-3.61,0,3100,-14.862645888629267,-14.59294918519575,-14.184754408083437,0.6778914805458296,16.39344262295082,-12.163608855217284,2.1536117929326617e-20,6.9264301379151224e+16,32444.036397916898,1050686940.1234512,7.264176141645121e+25
262,FrontS133206,-7.8923,-2.2021,5.68e-14,6.812e-14,7.535e-14,0.057,-1.78,0,4700,-13.245651664288982,-13.166725360709437,-13.12291674334935,0.12273492093963156,17.543859649122805,-10.67847507205442,9.069301213767727e-20,3.340610349446927e+17,30997.076404865173,962838058.2490436,3.223226696031057e+26
263,FrontS133207,22.5515,0.8639,5.943e-18,1.765e-17,1.228e-16,0.069,3.09,0,2300,-17.22599426974179,-16.753255290276158,-15.91080163319485,1.3151926365469393,14.492753623188404,-14.43095347175067,1.5951314206349075e-21,4009590273323924.0,14180.706367227524,484235000.57704675,4.675376840210439e+24
264,FrontS133208,41.1221,4.2638,8.278e-16,1.36e-15,2.772e-15,0.042,3.78,0,3400,-15.08207457793526,-14.866461091629782,-14.55720677406023,0.5248678038750292,23.809523809523807,-12.112959672425584,6.756099966842885e-21,4.583520664503829e+16,21940.438408772246,699110380.5370508,4.653718316077518e+25
265,FrontS133210,7.9985,3.2489,7.764e-14,9.358e-14,9.569e-14,0.064,1.53,0,4800,-13.109914473283675,-13.028816959143839,-13.019133445417921,0.09078102786575393,15.625,-10.641176907111614,1.149711887216716e-19,3.359160703850256e+17,29801.385431563427,934704303.3027433,3.3045045692391974e+26
266,FrontS133211,21.5705,0.4784,1.481e-14,1.889e-14,2.219e-14,0.029,2.35,0,4500,-13.829444941478792,-13.723768042078166,-13.653842697767992,0.17560224371080047,34.48275862068965,-10.648564037876078,2.792844025556067e-20,3.9742244752493984e+17,36881.17151684073,1163469258.4389095,3.955057514779088e+26
267,FrontS133212,-0.7947,-5.082,2.354e-16,1.625e-16,5.498e-17,0.045,-1.82,0,18600,-15.628193541492584,-15.789146634685107,-16.25979526449255,-0.6316017229999655,22.22222222222222,-13.095571662235795,2.306785616296312e-22,1363276393962915.5,126.43566800900426,4021515.0769188814,1.3791900085220343e+24
268,FrontS133213,-6.0931,-1.5799,8.535e-13,1.425e-12,2.903e-12,0.033,-1.08,0,3400,-12.068796474549247,-11.846185135655471,-11.537152964168326,0.5316435103809205,30.3030303030303,-8.883213015411247,6.965850835588793e-18,7.655049407891748e+19,896643.2914594302,28801763449.400574,7.898538683036284e+28
269,FrontS133215,0.3798,2.3583,1.389e-17,3.299e-17,1.431e-16,0.051,0.16,0,2600,-16.857297754262383,-16.481617684454655,-15.844360366240224,1.0129373880221593,19.607843137254903,-13.896758036650528,1.0034638430484906e-21,4617034118035716.0,11907.98789550458,394176489.0190506,5.059035751603743e+24
270,FrontS133216,17.5735,3.5963,2.045e-18,7.435e-18,7.666e-17,0.069,2.63,0,2000,-17.68930668765664,-17.128719027142026,-16.11543118508167,1.573875502574971,14.492753623188404,-14.806417208616537,3.2670563238383466e-21,8212211914959117.0,26839.45056615482,913536255.4377455,9.514029227356675e+24
271,FrontS133217,41.7539,1.8709,7.518e-14,1.34e-13,3.201e-13,0.017,2.35,0,3200,-13.123897678622207,-12.872895201635192,-12.494714325855867,0.62918335276634,58.8235294117647,-9.33379304439174,9.324947078747062e-19,3.86144844168889e+19,718916.9152281081,23160670696.415237,4.007699031630084e+28
272,FrontS133218,34.7114,6.2928,8.672e-14,1.028e-13,1.029e-13,0.053,3.86,0,4900,-13.061880730805688,-12.988006885340743,-12.987584625237567,0.07429610556812172,18.867924528301888,-10.436558624542322,1.1966507293432768e-19,5.098205980832003e+17,35230.602270059986,1103411349.468269,5.000945670332134e+26
273,FrontS133219,-15.7097,0.2093,2.598e-16,5.053e-16,1.431e-15,0.056,-2.64,0,3000,-15.58536085326299,-15.296450701761769,-14.844360366240224,0.7410004870227667,17.857142857142858,-12.79282675577417,5.264987520129008e-21,2.009199213837335e+16,18658.319643361923,607112468.2491821,2.1272388007336373e+25
274,FrontS133220,-12.9929,1.2241,3.644e-17,8.537e-17,3.566e-16,0.039,-2.34,0,2600,-16.43842163169904,-16.068694718578328,-15.447818661160664,0.9906029705383759,25.641025641025642,-13.250823932631327,2.6325574111365732e-21,2.071335004217116e+16,25222.144813175302,829197089.1803073,2.2387306881781433e+25
275,FrontS133221,-4.4561,1.4274,1.648e-15,2.586e-15,4.775e-15,0.043,-2.0,0,3600,-14.783042792638904,-14.587371479455625,-14.321026624080234,0.46201616855866945,23.255813953488374,-11.854308390614797,9.39299686727405e-21,6.079515552591049e+16,22538.915943775755,720706612.4554794,6.216127867005956e+25
276,FrontS133222,12.2981,0.563,1.722e-13,1.577e-13,9.741e-14,0.019,1.02,0,7100,-12.763966852882364,-12.802168306671097,-13.011396456654337,-0.2474296037719732,52.631578947368425,-9.359675508576755,1.070545054898355e-19,3.5489465230929966e+18,44272.757109782084,1348811367.886047,3.294039122834032e+27
277,FrontS133223,-4.1551,0.938,5.6e-15,6.335e-15,5.919e-15,0.011,-0.28,0,5200,-14.2518119729938,-14.19825338078054,-14.227751660028146,0.024060312965653807,90.90909090909092,-10.28103875109699,6.414080338128597e-21,6.34381825682176e+17,34895.724337720465,1088201126.0277343,6.169140189135735e+26
278,FrontS133224,2.0953,3.7922,2.339e-15,3.892e-15,8.005e-15,0.044,1.6,0,3400,-14.630969778190847,-14.409827168403686,-14.096638663744681,0.5343311144461662,22.72727272727273,-11.69673252137606,1.908977750959835e-20,1.1800413377674963e+17,35204.186662806555,1128910015.8966258,1.2134649692517325e+26
279,FrontS133225,-0.5954,-3.5602,6.24e-19,2.033e-18,1.733e-17,0.045,-2.02,0,2200,-18.204815410317575,-17.691862621361963,-16.761201437286083,1.4436139730314927,22.22222222222222,-14.998287648912651,2.8518470885515745e-22,1685399712720779.2,10048.694306909805,348188007.8681289,2.023537535565722e+24
280,FrontS133226,16.7922,-8.998,5.074e-13,5.754e-13,5.286e-13,0.086,2.26,0,5200,-12.294649537114289,-12.240030142445693,-12.276872841204309,0.017776695909979878,11.627906976744187,-10.109027044932828,5.811614934940094e-19,9.40376215437097e+17,42486.17849465014,1326523731.8972344,9.167192382500597e+26
281,FrontS133227,-19.0642,10.0525,1.298e-15,2.75e-15,9.246e-15,0.309,-1.9,0,2800,-14.886725307535649,-14.560667306169737,-14.034046110897936,0.8526791966377125,3.236245954692557,-13.540584265019406,4.6982286528847646e-20,5888692787060400.0,11595.698767481954,378940324.10378724,6.288784208670318e+24
282,FrontS133228,17.5868,2.4078,2.855e-16,5.7e-16,1.661e-15,0.042,2.85,0,3000,-15.544393887418133,-15.244125144327509,-14.779630367548606,0.7647635198695273,23.809523809523807,-12.49062372512331,5.785811920696048e-21,3.925251051581966e+16,26079.22903236691,859746996.6575923,4.265984533432453e+25
283,FrontS133229,-5.0685,-10.3605,5.465e-11,1.4e-10,6.973e-10,0.115,-0.75,0,2500,-10.262409833714278,-9.853871964321762,-9.156580334795082,1.1058294989191957,8.695652173913043,-7.975267645028985,5.866723026319434e-15,5.308864147614297e+21,13810974.620755283,463181705319.93585,5.971119355943277e+30
284,FrontS133230,-0.1422,0.2351,1.109e-18,3.053e-18,1.84e-17,0.022,-0.01,0,2400,-17.95506845385084,-17.515273195701337,-16.735182176990463,1.2198862768603753,45.45454545454546,-14.20011855734575,1.8405412919884395e-22,4550948395961796.0,13874.968652914882,469624688.52728003,5.213624271709532e+24
285,FrontS133231,-8.683,0.7345,3.281e-14,3.723e-14,3.484e-14,0.019,-0.77,0,5100,-13.483993769613953,-13.429106963781608,-13.457921853664374,0.02607191594957925,52.631578947368425,-9.986614165687266,3.982889956923012e-20,1.320361380383567e+18,52337.09254836287,1624654842.7332509,1.2723185120882077e+27
286,FrontS133232,-13.9118,1.4277,1.931e-13,2.107e-13,1.793e-13,0.057,-2.49,0,5500,-12.714217726220605,-12.676335464391899,-12.746419710437817,-0.03220198421721143,17.543859649122805,-10.188085175736882,1.8969170089631827e-19,6.987154184012097e+17,32736.20434453725,1019736628.7989203,6.779844289083478e+26
287,FrontS133233,-1.4243,-0.6242,3.783e-13,3.675e-13,2.473e-13,0.048,-0.91,0,6500,-12.422163658707255,-12.434742656579786,-12.606775883638702,-0.18461222493144724,20.833333333333332,-9.797225131330961,2.643168142353771e-19,1.3729161820544645e+18,32854.8007113383,1009976858.944868,1.2973859659159947e+27
288,FrontS133234,-11.8131,-0.1523,2.128e-19,6.674e-19,4.934e-18,0.024,-1.23,0,2200,-18.67202837637699,-18.175613797681226,-17.306800854846283,1.3652275215307057,41.666666666666664,-14.936036281104439,9.725529814804091e-23,2020656506537233.0,11002.830526914931,374058470.0218856,2.335407295470262e+24
289,FrontS133235,13.8699,-0.0358,1.289e-18,4.074e-18,3.364e-17,0.06,2.36,0,2200,-17.889747082646597,-17.389978975335854,-16.473144012874126,1.4166030697724707,16.666666666666668,-14.946281476103142,5.891075155677855e-22,1958365591674056.5,10831.91047407954,369672288.16772234,2.280958782558191e+24
290,FrontS133236,-14.797,1.0047,4.897e-14,5.581e-14,5.399e-14,0.034,-2.21,0,5100,-13.310069895981782,-13.253287977483339,-13.267686672528757,0.042383223453024144,29.41176470588235,-10.31624581156785,5.944593757711671e-20,6.154121333971561e+17,35731.08578403516,1111591677.338289,5.95613043988948e+26
291,FrontS133237,26.636,0.1095,2.738e-16,4.957e-16,1.192e-15,0.052,3.46,0,3200,-15.562566556202029,-15.304781081094848,-14.923723744595783,0.6388428116062457,19.23076923076923,-12.736787768364447,3.396076762650899e-21,1.5030468521684394e+16,14183.70993454816,460525592.23961395,1.5845296699305081e+25
292,FrontS133238,-22.6123,0.099,5.053e-18,1.357e-17,7.558e-17,0.027,-2.31,0,2400,-17.29645070176177,-16.867420152340262,-16.121593112419003,1.1748575893427677,37.03703703703704,-13.730147680658238,8.386163343929291e-22,1.3766942433191898e+16,24132.36044130398,806745141.0608342,1.5385464288055774e+25
293,FrontS133239,-11.4714,1.8528,1.759e-14,2.281e-14,2.891e-14,0.052,-2.38,0,4300,-13.754734160542538,-13.641874714723352,-13.538951908329341,0.2157822522131969,19.23076923076923,-11.073881401992951,4.0115253058525555e-20,1.7754340978586195e+17,26997.211295712485,844464301.9351206,1.737118061874696e+26
294,FrontS133241,-9.2963,1.049,1.805e-18,5.199e-18,3.303e-17,0.031,-1.4,0,2300,-17.743522793758324,-17.28408018256642,-16.481091426308584,1.2624313674497394,32.25806451612903,-14.266803570234966,4.844711785707567e-22,6033179762160894.0,17394.862465300037,584966678.2695616,6.822860985772117e+24
295,FrontS133242,4.673,-0.2733,1.061e-13,1.263e-13,1.283e-13,0.055,1.14,0,4900,-12.97428461609866,-12.89859664944467,-12.891773343625072,0.08251127247358703,18.181818181818183,-10.379322028433158,1.4640756732394126e-19,5.792150703229051e+17,37551.84719210794,1178570984.138103,5.705434613627432e+26
296,FrontS133243,-7.9234,-1.6963,2.815e-17,6.443e-17,2.517e-16,0.048,-2.17,0,2700,-16.550521600812633,-16.190911868653654,-15.599116784451637,0.9514048163609967,20.833333333333332,-13.553394343404829,1.4173177735890629e-21,7361841554056495.0,13943.417880666795,463611663.13102394,8.138730833420815e+24
297,FrontS133245,-32.2629,3.7197,3.609e-18,1.298e-17,1.363e-16,0.132,-3.23,0,2000,-17.442613117940493,-16.88672530753565,-15.865504144165326,1.5771089737751662,7.575757575757575,-15.127873169947348,5.765675438989041e-21,3960080702725669.0,18637.839414094717,630954158.678792,4.538460081540459e+24
298,FrontS133246,-5.4992,3.879,1.561e-19,5.868e-19,6.633e-18,0.061,-1.07,0,2000,-18.806597096937583,-18.231509894828754,-17.178290002701623,1.6283070942359608,16.39344262295082,-15.802169564850288,2.4938263674873624e-22,802062570755617.8,8387.792383555827,290301720.49808735,9.607538312880944e+23
299,FrontS133247,4.5102,-1.9792,7.491e-13,7.12e-13,4.567e-13,0.034,0.83,0,6800,-12.12546020292899,-12.147520006363143,-12.340368988393,-0.2149087854640097,29.41176470588235,-9.210477840447654,4.905799896910569e-19,5.078713371558394e+18,57738.11014996347,1774612501.1955662,4.7977282675297955e+27
300,FrontS133248,-1.8528,-1.2994,3.508e-13,7.188e-13,2.216e-12,0.017,-0.17,0,2900,-12.454940415305996,-12.143391931563064,-11.654430243943608,0.8005101713623883,58.8235294117647,-8.604289774319613,9.384238768467661e-18,3.8860010531882644e+20,2776892.0665287967,91035579072.61389,4.176449482846191e+29
301,FrontS133249,31.6022,-0.097,1.003e-18,2.477e-18,1.161e-17,0.016,2.04,0,2500,-17.998699066979583,-17.606073993414164,-16.935167780261427,1.063531286718156,62.5,-14.014313958726014,1.076728855516633e-22,5033477065506046.0,13447.995907491035,442821032.80426526,5.457697223096555e+24
302,FrontS133251,-17.2869,1.8611,3.409e-17,7.503e-17,2.742e-16,0.075,-2.54,0,2800,-16.467372998771108,-16.124765053549837,-15.561932549546507,0.9054404492246011,13.333333333333334,-13.874887580333237,1.2339184497445418e-21,2625219603339809.5,7742.305343476544,257880892.4886085,2.9124828547396934e+24
303,FrontS133252,-7.0723,-2.2101,1.218e-17,2.885e-17,1.238e-16,0.027,-0.91,0,2600,-16.914352711703142,-16.53985418250825,-15.9072793553159,1.0070733563872416,37.03703703703704,-13.402581710826226,8.79927257619195e-22,1.4445113223091562e+16,21062.85886629133,696271918.3019842,1.5784981395169853e+25
304,FrontS133254,-11.0598,-0.272,2.798e-13,5.82e-13,1.874e-12,0.022,-1.06,0,2900,-12.553152289844192,-12.235077015350111,-11.72723041344824,0.8259218763959524,45.45454545454546,-8.919922376994524,7.484920203583964e-18,1.850731941884433e+20,1916369.732952206,63298709761.86041,2.0191781128435014e+29
305,FrontS133255,22.1528,-0.1762,2.99e-17,7.24e-17,3.315e-16,0.037,2.91,0,2600,-16.52432881167557,-16.140261433802852,-15.479516467259208,1.0448123444163624,27.027027027027028,-13.276664881936842,2.1600841545824245e-21,1.8882910316223836e+16,24081.93100702687,804891413.1558707,2.1094095274910188e+25
306,FrontS133257,2.7554,-4.4064,1.895e-12,1.662e-12,9.035e-13,0.048,1.32,0,8000,-11.722390785695909,-11.779368980551908,-12.04407184310305,-0.32168105740714026,20.833333333333332,-9.141851455303083,1.0689725158261914e-18,5.552464262989821e+18,43618.07054558554,1332865035.2348623,5.184718976185564e+27
307,FrontS133258,1.7931,-1.9898,1.531e-14,1.972e-14,2.459e-14,0.042,1.0,0,4400,-13.81502480930174,-13.705093089394808,-13.609241471261283,0.20578333804045634,23.809523809523807,-10.95159167019061,3.1648953348985613e-20,2.147150462499465e+17,28354.985204450957,891559642.6909521,2.1227772853821146e+26
308,FrontS133260,26.8409,2.9627,4.199e-18,1.155e-17,6.741e-17,0.046,3.47,0,2400,-17.376854125362062,-16.937418015771836,-16.17127567286121,1.205578452500852,21.73913043478261,-14.262933679134985,6.968830374264614e-22,3941358484835147.0,12912.31237590672,436861084.068953,4.511537878653957e+24
309,FrontS133261,-19.7899,1.3909,1.321e-16,8.478e-17,2.614e-17,0.028,-2.2,0,29400,-15.879097182385474,-16.071706587767796,-16.582694416755473,-0.7035972343699992,35.714285714285715,-12.966022650452235,2.797124403560641e-22,4269700644989607.0,89.55866089138422,3043418.1633866993,4.930665049099185e+24
310,FrontS133264,-36.0768,0.9864,3.159e-08,2.308e-08,8.999e-09,0.025,-2.74,0,13300,-7.500450374094851,-7.636764195516307,-8.045805748184138,-0.5453553740892874,40.0,-4.432644212860382,2.068833307309039e-14,3.9613862487938215e+23,4215254.992591522,128744635626.68317,3.6953686632189816e+32
311,FrontS133265,33.0159,1.7516,1.531e-15,2.074e-15,2.786e-15,0.013,1.92,0,4200,-14.81502480930174,-14.683191247946977,-14.555018887912055,0.26000592138968415,76.92307692307692,-10.911077952560651,3.878513992006077e-21,2.7465048191551667e+17,35196.14842145257,1115179163.3564723,2.7572705166153116e+26
312,FrontS133266,-1.0555,-4.817,5.228e-16,9.211e-16,2.193e-15,0.055,-0.29,0,3200,-15.281664421091493,-15.035693217696064,-14.658961368322478,0.6227030527690154,18.181818181818183,-12.516418596684552,6.484546864550365e-21,2.5654051472983684e+16,18530.262124924895,593524096.488384,2.6319009893967246e+25
313,FrontS133268,5.3526,-0.9347,1.572e-18,4.438e-18,2.713e-17,0.02,0.51,0,2400,-17.80354745829661,-17.35281270210401,-16.566550206238404,1.236997252058206,50.0,-13.954872693431973,2.608954834090014e-22,7805635674415548.0,18171.266322257914,622836208.0786301,9.170343290728703e+24
314,FrontS133271,5.9848,-0.3343,2.562e-14,3.328e-14,4.087e-14,0.047,2.15,0,4400,-13.591420874591332,-13.477816682381313,-13.388595362288406,0.20282551230292611,21.27659574468085,-10.822012398252749,5.2961867067342353e-20,2.8692558680598794e+17,32778.028221876695,1034999255.6620516,2.8607750125445604e+26
315,FrontS133272,4.8697,0.985,2.552e-17,5.614e-17,2.035e-16,0.03,0.78,0,2800,-16.593119329950877,-16.25072759170158,-15.691435586438761,0.9016837435121161,33.333333333333336,-13.204970101140905,9.237195317536142e-22,1.2282854993625686e+16,16747.00454736906,557670798.739798,1.3620117575060512e+25
316,FrontS133273,-8.347,1.8252,3.625e-18,9.807e-18,5.519e-17,0.024,-0.9,0,2400,-17.440691989092986,-17.00846382469997,-16.258139605934737,1.1825523831582494,41.666666666666664,-13.768886308123182,6.016196738916226e-22,1.249974789712167e+16,22994.908304590856,771555274.703169,1.4072523385811988e+25
317,FrontS133274,14.5077,-0.7729,4.743e-14,6.266e-14,7.912e-14,0.056,2.53,0,4300,-13.32394687534813,-13.203009609454314,-13.101713721410878,0.22223315393725152,17.857142857142858,-10.699385663466716,1.0816750725218114e-19,4.127836385232331e+17,41164.97583582067,1299658239.9891624,4.11457586650694e+26
318,FrontS133275,16.3859,2.1808,3.065e-17,6.924e-17,2.741e-16,0.038,2.58,0,2700,-16.513569521145566,-16.159642940796644,-15.562090964460502,0.9514785566850641,26.315789473684212,-13.319210134030264,1.543189689538359e-21,1.2789507686063982e+16,18378.19790285367,607080744.0155383,1.3955355202811494e+25
319,FrontS133276,-0.6522,1.2624,9.665e-16,1.684e-15,3.788e-15,0.045,-2.42,0,3300,-15.014798141635428,-14.77365791283637,-14.421590029668764,0.5932081119666641,22.22222222222222,-12.080082940387058,9.64520287373834e-21,5.700173132630511e+16,25972.85447464971,840072007.0227395,5.963232043510797e+25
320,FrontS133277,26.7034,4.2019,2.394e-18,7.53e-18,5.859e-17,0.08,3.28,0,2200,-17.620875853929608,-17.1232050237993,-16.232176501992484,1.3886993519371238,12.5,-14.929384997783188,1.0941221041654605e-21,2045914712868948.8,11071.384651391229,376933845.17641765,2.37144969154959e+24
321,FrontS133278,-40.5428,1.9814,1.356e-08,1.029e-08,4.222e-09,0.021,-2.62,0,11900,-7.867740310468956,-7.9875846252375675,-8.374481771028362,-0.5067414605594065,47.61904761904761,-4.632023214705406,8.114857485467626e-15,2.2021353832350367e+23,3925831.210014599,119654703937.94147,2.0456923521388247e+32
322,FrontS133279,-5.0686,-2.0937,4.235e-13,4.537e-13,3.783e-13,0.065,-0.98,0,5600,-12.373146585333274,-12.343231220733983,-12.422163658707255,-0.049017073373981646,15.384615384615383,-9.969057934019695,3.977452200431552e-19,1.1266265027234648e+18,40097.51570902684,1244137098.124062,1.0846297474696014e+27
323,FrontS133281,43.0328,1.9369,4.71e-12,4.071e-12,2.286e-12,0.061,4.01,0,7900,-11.326979092871104,-11.3902988976206,-11.640923773940736,-0.313944681069632,16.39344262295082,-8.960958567642134,2.6761341617218353e-18,8.606962671583921e+18,55689.627847886964,1685240479.4079485,7.88179350690897e+27
324,FrontS133283,0.8503,3.682,2.356e-12,2.105e-12,1.189e-12,0.04,0.41,0,7700,-11.627824713884936,-11.676747899828312,-11.924818145381309,-0.29699343149637336,25.0,-8.880867882484237,1.3613576148721862e-18,1.0182489004250976e+19,63760.11079946557,1951759773.694647,9.541321925765638e+27
325,FrontS133284,-7.2218,3.1341,3.504e-18,8.878e-18,4.332e-17,0.04,-1.85,0,2500,-17.455435902503957,-17.05168485931065,-16.363311552046717,1.0921243504572402,25.0,-14.255804841966576,3.7615731901598e-22,2813527998011272.5,10054.237545526248,335338022.449805,3.129814191144203e+24
326,FrontS133285,14.5986,-0.8999,2.983e-16,5.164e-16,1.159e-15,0.019,1.29,0,3300,-15.525346746637938,-15.287013766405618,-14.935916564036404,0.589430182601534,52.631578947368425,-11.844520968311276,2.9768898264212592e-21,9.868639111234547e+16,34174.66708159674,1101786633.550166,1.0257550911330496e+26
327,FrontS133286,6.9557,0.9606,1.301e-14,1.438e-14,1.285e-14,0.017,0.58,0,5300,-13.885722703438415,-13.842241113953136,-13.891096872332687,-0.005374168894272557,58.8235294117647,-10.303138956709684,1.4110826666811772e-20,5.843274946588073e+17,32238.881080699288,999600457.705609,5.617580362408457e+26
328,FrontS133287,3.6909,2.9305,8.61e-13,1.175e-12,1.565e-12,0.046,2.01,0,4200,-12.064996848546345,-11.929962133392245,-11.805485658117533,0.2595111904288121,21.73913043478261,-9.255477796755393,2.1811891228721302e-18,1.2336142214351694e+19,235881.913109761,7501441454.3313875,1.2476119696851772e+28
329,FrontS133289,-10.3812,0.3475,1.102e-13,1.109e-13,8.225e-14,0.023,-1.06,0,6100,-12.957818405484234,-12.95506845385084,-13.084864093377988,-0.12704568789375337,43.47826086956522,-9.678524125886026,8.595704459847499e-20,1.944587592837216e+18,44397.408796308235,1366922236.6184447,1.8433163701656877e+27
330,FrontS133290,-8.3348,-3.4018,1.385e-16,3.285e-16,1.492e-15,0.085,-1.29,0,2600,-15.858550226599533,-15.483464626104201,-14.82623117686335,1.0323190497361825,11.76470588235294,-13.342302477532787,1.000574098360086e-20,1.6573457244439222e+16,22561.262508414966,746308686.3209443,1.8135240011659848e+25
331,FrontS133291,-11.6913,0.4271,6.644e-16,1.027e-15,1.899e-15,0.02,-1.04,0,3600,-15.177570376220643,-14.988429556402721,-14.721475035262982,0.4560953409576616,50.0,-11.590489547730684,3.786836843820925e-21,1.1329697384979707e+17,30768.596892935973,976490287.8332796,1.1411396150037262e+26
332,FrontS133292,7.6697,-1.5877,7.243e-18,1.794e-17,8.672e-17,0.032,1.15,0,2500,-17.140081514799284,-16.746177561291926,-16.061880730805687,1.0782007839935979,31.25,-13.756477517931739,7.77542083799299e-22,9087107274541444.0,18069.092813686246,595863057.7366197,9.882023433826419e+24
333,FrontS133293,-42.1222,-0.0737,1.036e-14,1.374e-14,1.79e-14,0.038,-3.71,0,4200,-13.984640244590786,-13.862013267276469,-13.747146969020108,0.237493275570678,26.315789473684212,-11.021580460510089,2.6245202454071166e-20,2.1751261091503354e+17,31321.833634922084,981959084.3342754,2.13784822235585e+26
334,FrontS133294,-28.6884,-3.8146,3.073e-15,4.094e-15,5.358e-15,0.029,-2.66,0,4200,-14.512437439743621,-14.387852161673512,-14.27099729072781,0.241440149015812,34.48275862068965,-11.312648157471425,7.784894511714351e-21,1.1077925592185486e+17,22352.91566774262,702359633.8670478,1.093727601146922e+26
335,FrontS133295,-3.1954,-0.1101,1.319e-13,1.426e-13,1.175e-13,0.043,-1.89,0,5600,-12.879755204453634,-12.845880474484153,-12.929962133392245,-0.05020692893861067,23.255813953488374,-10.112817385643325,1.238786175293794e-19,8.01790943343415e+17,33826.57739667989,1054359011.8728197,7.789723810513037e+26
336,FrontS133296,26.0461,-2.6765,1.199e-16,2.706e-16,1.044e-15,0.089,3.1,0,2700,-15.92118081690115,-15.567672207738395,-14.981299501333757,0.9398813155673942,11.235955056179776,-13.46645222102822,6.036817088928196e-21,9120732349946338.0,15519.96958937702,512419223.7339022,9.9425734497528e+24
337,FrontS133298,18.402,-1.5205,8.008e-16,1.424e-15,3.405e-15,0.067,2.69,0,3200,-15.096475935528737,-14.846490010699162,-14.467882883751196,0.6285930517775409,14.925373134328357,-12.498639616100814,9.932718303618841e-21,2.6480136588744216e+16,18826.244400993313,605798014.8676329,2.7418805316493693e+25
338,FrontS133299,-18.1593,-1.0859,7.901e-18,1.961e-17,9.013e-17,0.037,-2.7,0,2600,-17.10231793820358,-16.707522406332217,-16.04513062893352,1.0571873092700592,27.027027027027028,-13.843925854466207,5.70796819577115e-22,4989761685902493.0,12379.318722124573,418896573.53170377,5.713469728466698e+24
339,FrontS133300,-1.4612,0.379,3.566e-13,3.181e-13,1.823e-13,0.019,-0.13,0,7600,-12.447818661160664,-12.497436330892636,-12.739213331345024,-0.29139467018435994,52.631578947368425,-9.054943532798294,2.0806346777100089e-19,6.89747822522682e+18,53866.8429572782,1643241520.8501647,6.418744547493374e+27
