,Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?,Period,Absolute_Magnitude,Dist
932,BottomS082815,34.8671,-20.4511,2.688e-17,2.026e-17,8.605e-18,0.0,-6.89,1,26.023475522473518,-8.121587550041747,19314.63495670366
934,BottomS082868,34.8929,-20.4844,4.224e-17,3.198e-17,1.32e-17,0.0,-6.41,1,24.117803130803924,-7.940483413112468,18937.343802101946
935,BottomS082907,34.8779,-20.4191,2.187e-17,1.649e-17,6.902e-18,-0.001,-8.39,1,25.993708893337146,-8.11875870091605,21478.815214464048
937,BottomS082962,34.8573,-20.397,2.626e-17,2.061e-17,9.234e-18,-0.001,-8.33,1,24.775143090760427,-8.002953219904784,21952.520640196886
938,BottomS082973,34.8689,-20.382,1.406e-17,1.137e-17,5.141e-18,-0.001,-8.48,1,25.84589138470287,-8.104710975587569,26288.407600743853
940,BottomS083001,34.8606,-20.3872,1.556e-17,1.202e-17,5.283e-18,-0.0,-8.49,1,26.696035242290748,-8.185503755221266,23296.779466608332
942,BottomS083065,34.9395,-20.5326,2.117e-17,1.605e-17,6.716e-18,-0.0,-6.73,1,26.727433107909437,-8.188487627674448,20091.791736725743
944,BottomS083096,34.8982,-20.4431,4.11e-17,3.121e-17,1.305e-17,-0.0,-6.48,1,23.715105661361857,-7.902213363147052,20033.020437737967
945,BottomS083100,34.8981,-20.4431,2.092e-17,1.566e-17,6.511e-18,0.001,-4.12,1,27.70496799756172,-8.281386917858125,18277.242002289655
946,BottomS083114,34.8312,-20.3559,1.293e-17,1.006e-17,4.344e-18,-0.001,-8.57,1,28.15113038092289,-8.32378762310114,21717.368378797713
948,BottomS083132,34.9983,-20.5141,3.104e-17,2.423e-17,1.033e-17,-0.0,-7.41,1,27.272727272727273,-8.240309246922122,15405.247124208738
949,BottomS083140,35.0054,-20.4937,2.854e-17,2.173e-17,9.385e-18,-0.0,-7.77,1,24.775143090760427,-8.002953219904784,21379.30223644162
951,BottomS083167,34.7624,-20.4759,1.926e-17,1.471e-17,6.287e-18,-0.001,-6.92,1,26.386066763425255,-8.156046134863427,21785.653715223976
952,BottomS083169,35.0251,-20.4096,3.027e-17,2.36e-17,1.011e-17,-0.0,-8.48,1,23.939952594153276,-7.923581521641864,22477.770757591104
953,BottomS083185,34.9984,-20.3418,4.632e-17,3.626e-17,1.625e-17,-0.0,-9.04,1,24.041258926209995,-7.933209092420979,17934.18122155342
954,BottomS083191,34.8201,-20.5648,1.037e-17,7.957e-18,3.266e-18,0.001,-6.31,1,27.637579811492852,-8.274982732474225,25830.567914172054
955,BottomS083206,34.9879,-20.5266,1.347e-17,1.042e-17,4.457e-18,-0.0,-7.2,1,28.976729359260435,-8.402247798667055,19495.852982239165
956,BottomS083245,35.0218,-20.4386,2.881e-17,2.198e-17,9.116e-18,-0.001,-8.19,1,25.075862068965517,-8.031531820950882,20569.334723420037
957,BottomS083260,34.759,-20.5005,1.862e-17,1.407e-17,5.874e-18,0.001,-6.87,1,26.727433107909437,-8.188487627674448,21458.98308563848
958,BottomS083274,35.0012,-20.3278,1.548e-17,1.219e-17,5.299e-18,0.0,-9.06,1,28.081556997219646,-8.317175769109916,19879.71997442667
962,BottomS083638,28.086,-25.3155,2.889e-17,2.262e-17,1.006e-17,-0.0,-16.0,1,25.787234042553187,-8.099136519363602,18757.952856110234
963,BottomS083684,28.1164,-25.3564,2.284e-17,1.732e-17,7.105e-18,-0.0,-16.86,1,24.829281617044522,-8.008098233874742,23805.479805910196
965,BottomS083710,28.1505,-25.3296,1.334e-17,1.049e-17,4.598e-18,0.001,-14.88,1,27.977839335180054,-8.307319039406472,21674.682087565463
968,BottomS083919,28.134,-25.3369,1.839e-17,1.421e-17,6.171e-18,0.001,-19.94,1,25.81652939505822,-8.101920581070459,23590.800096559404
969,BottomS083930,28.0586,-25.384,1.442e-17,1.085e-17,4.514e-18,-0.0,-17.14,1,27.70496799756172,-8.281386917858125,21957.94394064955
970,BottomS083936,28.2102,-25.2791,1.34e-17,1.051e-17,4.591e-18,0.0,-14.23,1,26.696035242290748,-8.185503755221266,24914.189555061086
971,BottomS083948,28.0668,-25.412,3.247e-17,2.514e-17,1.085e-17,0.0,-17.29,1,24.143426294820713,-7.942918491158906,21298.946258902444
972,BottomS083951,28.0673,-25.4202,1.872e-17,1.477e-17,6.634e-18,0.001,-17.22,1,26.75890491610244,-8.191478527204353,20872.308671975017
974,BottomS083999,28.0689,-25.2165,2.702e-17,2.057e-17,8.692e-18,0.0,-14.81,1,25.15914752283421,-8.039446791177447,21069.753686265503
975,BottomS084000,28.0611,-25.2143,1.497e-17,1.185e-17,5.346e-18,0.0,-15.02,1,26.3249348392702,-8.150236508606929,24435.575424256975
976,BottomS084003,28.2146,-25.4421,2.603e-17,2.015e-17,8.533e-18,-0.0,-16.36,1,25.87532023911187,-8.107507724547073,19683.784989419546
977,BottomS084025,27.9994,-25.3325,2.476e-17,1.905e-17,8.068e-18,-0.0,-16.52,1,25.96401028277635,-8.11593631588433,20048.613893234015
978,BottomS084029,27.9917,-25.3659,1.718e-17,1.341e-17,5.749e-18,-0.001,-16.8,1,26.88553682342502,-8.203512894907645,21603.75102802591
979,BottomS084048,28.2165,-25.184,2.748e-17,2.126e-17,9.083e-18,-0.0,-13.96,1,24.69437652811736,-7.995277630604042,21806.178088898123
980,BottomS084052,28.1771,-25.1565,2.084e-17,1.613e-17,7.069e-18,0.0,-13.98,1,26.023475522473518,-8.121587550041747,21646.56756419008
981,BottomS084054,28.1591,-25.1498,2.456e-17,1.887e-17,8.016e-18,-0.0,-14.19,1,24.748162265178326,-8.000389117516542,23010.152192188743
982,BottomS084057,28.1417,-25.5358,2.314e-17,1.745e-17,7.386e-18,-0.0,-17.18,1,26.294474978304887,-8.14734177871777,20203.722508707582
983,BottomS084085,28.0693,-25.4062,1.048e-17,8.25e-18,3.655e-18,0.0,-17.32,1,25.934379457917263,-8.113120372815592,30564.186378309627
984,BottomS084087,28.1828,-25.2701,1.385e-17,1.071e-17,4.728e-18,-0.0,-14.21,1,26.355465352276024,-8.153137952859414,25617.473059464377
985,BottomS084096,28.08,-25.4285,5.5e-17,4.223e-17,1.722e-17,-0.0,-17.2,1,23.349601849473412,-7.867477984345439,17924.641035740035
987,BottomS084107,28.1864,-25.2456,1.344e-17,1.024e-17,4.395e-18,-0.0,-14.11,1,26.790450928381965,-8.194476478663596,24981.11291203278
988,BottomS084111,28.0907,-25.4505,8.865e-18,6.914e-18,2.934e-18,0.0,-17.37,1,27.671232876712324,-8.278180926118756,27608.62954203503
991,BottomS084185,28.2588,-25.3937,2.1e-17,1.596e-17,6.635e-18,0.001,-15.49,1,26.173337172473364,-8.135829538801547,21407.639715278037
992,BottomS084192,28.2753,-25.3567,3.547e-17,2.678e-17,1.125e-17,0.001,-14.91,1,24.324324324324323,-7.960109998811886,20232.04183044265
993,BottomS084226,28.2341,-25.184,1.591e-17,1.226e-17,5.21e-18,-0.0,-13.87,1,26.083213773314206,-8.12726472960706,24667.344554693995
994,BottomS084229,28.0581,-25.5046,1.689e-17,1.311e-17,5.785e-18,0.001,-17.44,1,27.637579811492852,-8.274982732474225,20123.67468123025
995,BottomS084253,28.2183,-25.4904,1.02e-17,7.878e-18,3.396e-18,-0.0,-16.55,1,27.806668706026304,-8.2910519679014,25483.907956324183
1003,BottomS084679,35.6527,-21.3951,1.01e-17,7.786e-18,3.331e-18,0.001,-13.16,1,28.647967223447843,-8.371004137310761,23379.79676660007
1007,BottomS084697,35.7011,-21.481,1.817e-17,1.357e-17,5.597e-18,-0.001,-12.31,1,27.43736794446121,-8.255955748854024,20217.72112381085
1008,BottomS084716,35.637,-21.4125,1.749e-17,1.325e-17,5.497e-18,-0.0,-12.9,1,27.33834586466165,-8.246545260263522,20683.280927498403
1010,BottomS084852,35.7137,-21.5282,2.689e-17,2.058e-17,8.731e-18,-0.0,-12.33,1,26.664711058961572,-8.182526885108835,17865.44639741458
1011,BottomS084884,35.7363,-21.5391,5.025e-17,3.84e-17,1.597e-17,-0.0,-12.57,1,22.92559899117276,-7.827183192835755,19689.86739888628
1012,BottomS084887,35.6006,-21.3329,1.701e-17,1.325e-17,5.888e-18,0.0,-13.08,1,25.49789621318373,-8.07163951720415,25297.19114365592
1013,BottomS084888,35.7481,-21.5454,1.203e-17,9.451e-18,4.094e-18,0.0,-12.64,1,26.727433107909437,-8.188487627674448,26182.87332499919
1014,BottomS084892,35.5817,-21.3293,1.139e-17,8.755e-18,3.897e-18,0.0,-13.15,1,25.584013509710104,-8.079823609459602,30829.0484348903
1015,BottomS084894,35.5883,-21.3452,1.183e-17,9.184e-18,3.932e-18,-0.0,-13.05,1,27.43736794446121,-8.255955748854024,24575.716476815054
1017,BottomS084903,35.7837,-21.5284,2.778e-17,2.151e-17,9.241e-18,-0.0,-12.55,1,24.99312620291449,-8.02366908038762,20981.92134295745
1018,BottomS084905,35.5549,-21.3562,3.887e-17,2.976e-17,1.244e-17,-0.001,-12.92,1,25.075862068965517,-8.031531820950882,17677.36894075875
1020,BottomS084912,35.8033,-21.5217,1.031e-17,8.256e-18,3.713e-18,0.0,-12.5,1,27.045522166022014,-8.218716981149866,27055.568711103308
1021,BottomS084923,35.5289,-21.3865,1.603e-17,1.25e-17,5.39e-18,0.0,-12.63,1,26.790450928381965,-8.194476478663596,22610.322357357072
1022,BottomS084924,35.531,-21.3896,2.938e-17,2.225e-17,9.45e-18,0.001,-12.85,1,24.455205811138015,-7.972548222093614,21880.683354138448
1023,BottomS084927,35.8279,-21.4814,1.79e-17,1.419e-17,6.247e-18,0.0,-12.79,1,24.80218281036835,-8.005522919242303,26378.332766895866
1024,BottomS084928,35.5191,-21.4014,3.251e-17,2.496e-17,1.032e-17,-0.001,-12.68,1,23.914759273875294,-7.921187293470606,21917.14913329709
1025,BottomS084938,35.8291,-21.437,2.318e-17,1.816e-17,8.236e-18,-0.0,-13.0,1,24.910934502603453,-8.015858054204605,23041.622164482185
1026,BottomS084954,35.7927,-21.3573,1.433e-17,1.089e-17,4.464e-18,0.0,-13.3,1,27.305497146290175,-8.243423507114395,22896.774477592902
1027,BottomS084960,35.5703,-21.5491,2.929e-17,2.2e-17,9.245e-18,-0.0,-12.32,1,23.864531373063794,-7.91641392283985,23473.708014748827
1028,BottomS084966,35.7289,-21.2881,2.968e-17,2.301e-17,9.909e-18,-0.001,-13.47,1,24.324324324324323,-7.960109998811886,21826.63024185943
1029,BottomS084972,35.6639,-21.6102,2.278e-17,1.728e-17,7.228e-18,-0.0,-12.16,1,27.17488789237668,-8.231011155280795,18438.371173421932
1030,BottomS084982,35.7442,-21.6209,3.338e-17,2.592e-17,1.135e-17,-0.0,-12.39,1,24.246465724193115,-7.952710765532901,20740.877125926818
1031,BottomS084997,35.8703,-21.5552,1.753e-17,1.327e-17,5.597e-18,0.0,-12.67,1,27.33834586466165,-8.246545260263522,20667.68855368213
1032,BottomS085000,35.8993,-21.5324,2.53e-17,1.926e-17,8.251e-18,-0.0,-12.7,1,26.023475522473518,-8.121587550041747,19809.708438223814
1033,BottomS085005,35.9104,-21.4775,3.028e-17,2.352e-17,1.003e-17,0.0,-13.07,1,24.143426294820713,-7.942918491158906,22020.242416209134
1034,BottomS085058,35.5533,-21.3763,1.562e-17,1.226e-17,5.366e-18,-0.0,-12.84,1,25.699745547073793,-8.090822116250926,25724.308354527137
1035,BottomS085060,35.5428,-21.3819,1.791e-17,1.418e-17,6.458e-18,0.0,-12.77,1,25.242988058872534,-8.047414513218907,25145.173001903007
1036,BottomS085102,35.5119,-21.4774,1.74e-17,1.334e-17,5.713e-18,0.0,-12.45,1,26.54014598540146,-8.170688937391667,22494.565897088924
1037,BottomS085138,35.6592,-21.5981,2.618e-17,1.962e-17,8.03e-18,-0.0,-12.01,1,26.727433107909437,-8.188487627674448,18172.16555083293
1038,BottomS085147,35.7037,-21.6115,1.778e-17,1.39e-17,5.979e-18,0.0,-12.31,1,25.787234042553187,-8.099136519363602,23928.98845650038
1039,BottomS085172,35.4769,-21.2809,1.631e-17,1.259e-17,5.479e-18,0.0,-12.99,1,24.587503381119827,-7.985121021770062,28669.929437491533
1040,BottomS085173,35.4717,-21.2973,3.118e-17,2.354e-17,9.847e-18,0.001,-12.6,1,24.883657267998906,-8.013265782808709,20298.49688436129
1041,BottomS085181,35.8813,-21.5058,1.681e-17,1.323e-17,5.724e-18,0.0,-12.63,1,26.416739319965124,-8.158961078115924,22894.94153534782
1042,BottomS085193,35.849,-21.4132,1.968e-17,1.547e-17,6.925e-18,-0.0,-13.14,1,25.555243182457126,-8.077089443131172,23265.37845735674
1044,BottomS085770,31.5171,-23.2885,1.304e-17,1.02e-17,4.5e-18,-0.0,-19.06,1,26.26408552441491,-8.144453739911858,26513.86521356487
1045,BottomS085774,31.5174,-23.2884,1.87e-17,1.415e-17,5.906e-18,-0.0,-10.67,1,26.63346029885731,-8.17955699271715,21619.38241937555
1047,BottomS085790,31.5163,-23.292,1.821e-17,1.421e-17,6.207e-18,-0.0,-13.72,1,27.470534904805074,-8.25910774588872,19685.61957458499
1048,BottomS085813,31.5679,-23.2761,1.654e-17,1.296e-17,5.54e-18,0.001,-12.12,1,26.3249348392702,-8.150236508606929,23365.72413469217
1049,BottomS085822,31.5904,-23.2763,1.843e-17,1.449e-17,6.621e-18,-0.001,-11.85,1,25.271059216013345,-8.050082234443613,24798.4587632088
1050,BottomS085837,31.3881,-23.3006,1.759e-17,1.372e-17,5.959e-18,-0.0,-15.41,1,26.790450928381965,-8.194476478663596,21581.652975955367
1051,BottomS085852,31.6799,-23.2829,1.452e-17,1.104e-17,4.562e-18,0.001,-11.66,1,27.637579811492852,-8.274982732474225,21929.266077042677
1053,BottomS085858,31.6871,-23.287,1.546e-17,1.187e-17,5.24e-18,0.0,-11.77,1,26.853766617429837,-8.200493637367906,23042.40585936439
1054,BottomS085863,31.3569,-23.2841,2.896e-17,2.304e-17,1.053e-17,-0.001,-15.01,1,25.46931913701317,-8.06892371634643,19244.068957736057
1056,BottomS085912,31.462,-23.2957,1.468e-17,1.124e-17,4.907e-18,-0.0,-15.0,1,27.045522166022014,-8.218716981149866,23187.73635597156
1057,BottomS085947,31.624,-23.2801,2.762e-17,2.093e-17,8.496e-18,-0.001,-11.57,1,25.526537489469252,-8.074361419271325,20064.79265510473
1058,BottomS085974,31.6626,-23.2819,1.286e-17,1.018e-17,4.663e-18,0.001,-11.63,1,27.37127371273713,-8.249674533444324,23511.960544680238
1059,BottomS085985,31.3614,-23.2957,1.116e-17,8.74e-18,3.888e-18,-0.001,-15.33,1,27.272727272727273,-8.240309246922122,25650.135296459
1060,BottomS086001,31.6656,-23.2946,1.978e-17,1.521e-17,6.54e-18,0.0,-11.95,1,25.904816186947848,-8.110310849679756,22582.913348817343
1061,BottomS086014,31.3558,-23.2797,1.031e-17,8.185e-18,3.742e-18,-0.0,-14.87,1,26.203516863649465,-8.13869764296632,29794.893447721784
1062,BottomS086022,31.3666,-23.2775,1.441e-17,1.114e-17,4.794e-18,0.0,-14.72,1,26.571178018123355,-8.173638043191712,24532.306555255345
1063,BottomS086031,31.6367,-23.3074,1.665e-17,1.287e-17,5.621e-18,0.0,-12.56,1,26.822071407494835,-8.197481507022122,22205.98146791117
1065,BottomS112938,-26.387,35.1633,3.041e-17,2.309e-17,9.899e-18,0.0,47.09,1,23.990498812351543,-7.928385143325136,22599.32469349767
1066,BottomS113034,-26.3328,35.0857,1.398e-17,1.07e-17,4.467e-18,0.001,49.27,1,27.671232876712324,-8.278180926118756,22193.083547823164
1069,BottomS113184,-26.3061,35.0651,1.506e-17,1.153e-17,4.973e-18,0.001,49.49,1,26.3249348392702,-8.150236508606929,24772.3434215932
1071,BottomS113209,-26.2914,35.0472,1.89e-17,1.484e-17,6.651e-18,0.0,49.57,1,27.73878547451938,-8.284600736248061,18706.07543651468
1072,BottomS113234,-26.2744,35.0353,1.156e-17,8.815e-18,3.7e-18,-0.0,49.63,1,27.537109966676766,-8.265434656628463,24812.556519401587
1074,BottomS113263,-26.4324,35.2245,1.672e-17,1.278e-17,5.147e-18,0.0,47.29,1,26.54014598540146,-8.170688937391667,22982.120869307582
1075,BottomS113277,-26.4601,35.2338,1.612e-17,1.25e-17,5.508e-18,0.0,47.04,1,26.63346029885731,-8.17955699271715,23002.04756305343
1076,BottomS113278,-26.2565,35.0266,1.701e-17,1.319e-17,6.021e-18,0.001,49.77,1,25.758005100595067,-8.09635876893293,24643.263328141576
1077,BottomS113294,-26.2305,35.0411,1.397e-17,1.095e-17,4.883e-18,-0.0,50.0,1,26.917382291975123,-8.206539304967468,23824.472185578
1078,BottomS113309,-26.5039,35.1931,1.281e-17,9.821e-18,4.139e-18,-0.0,46.61,1,27.33834586466165,-8.246545260263522,24024.232065842087
1079,BottomS113317,-26.2162,35.0896,1.59e-17,1.232e-17,5.49e-18,0.0,50.07,1,27.70496799756172,-8.281386917858125,20606.355460701463
1080,BottomS113326,-26.5058,35.1421,4.005e-17,3.034e-17,1.245e-17,-0.0,46.85,1,23.990498812351543,-7.928385143325136,19715.129772571887
1081,BottomS113327,-26.2145,35.1238,1.808e-17,1.405e-17,6.032e-18,0.001,49.85,1,26.88553682342502,-8.203512894907645,21105.973592740404
1082,BottomS113329,-26.5027,35.1298,3.392e-17,2.542e-17,1.038e-17,-0.0,46.75,1,25.103562551781273,-8.03416431542097,19069.094421428646
1084,BottomS113343,-26.4502,35.0654,3.87e-17,2.946e-17,1.226e-17,-0.0,47.53,1,24.272363150867825,-7.955171907923962,19399.81885688409
1086,BottomS113351,-26.2979,35.229,1.033e-17,7.922e-18,3.379e-18,0.0,48.67,1,27.5705186533212,-8.268609625939625,26078.20938437025
1087,BottomS113355,-26.3295,35.2478,2.335e-17,1.815e-17,7.891e-18,-0.0,48.57,1,24.938271604938272,-8.018456015085047,22979.135063017628
1088,BottomS113367,-26.3043,34.972,2.075e-17,1.595e-17,6.802e-18,0.001,48.91,1,25.271059216013345,-8.050082234443613,23636.24805314179
1089,BottomS113371,-26.2551,34.95,3.803e-17,2.904e-17,1.229e-17,-0.0,49.22,1,25.075862068965517,-8.031531820950882,17895.16814853721
1090,BottomS113372,-26.2434,34.9417,3.393e-17,2.594e-17,1.078e-17,0.001,49.52,1,25.020644095788604,-8.026284222560463,19049.03162637716
1091,BottomS113383,-26.5493,35.2798,1.183e-17,9.178e-18,3.947e-18,0.0,46.7,1,26.75890491610244,-8.191478527204353,26478.093396059267
1092,BottomS113384,-26.1712,34.986,1.649e-17,1.285e-17,5.717e-18,0.0,50.18,1,25.29919287503479,-8.052755895487355,26252.48919607716
1093,BottomS113389,-26.5687,35.2489,2.242e-17,1.737e-17,7.35e-18,0.001,46.67,1,25.020644095788604,-8.026284222560463,23278.660122634807
1094,BottomS113398,-26.578,35.1697,1.928e-17,1.472e-17,6.154e-18,0.0,46.61,1,26.602282704126424,-8.176594053541479,21269.09779949628
1095,BottomS113403,-26.5568,35.1084,1.89e-17,1.439e-17,5.997e-18,-0.0,46.83,1,28.903020667726548,-8.395242948818371,16724.306905174784
1096,BottomS113406,-26.4501,35.2258,1.478e-17,1.143e-17,4.906e-18,-0.0,47.06,1,26.47829886396737,-8.16481134290174,24466.464315237896
1097,BottomS113433,-26.4806,35.2203,2.175e-17,1.679e-17,7.304e-18,-0.0,46.73,1,26.173337172473364,-8.135829538801547,20871.79894083777
1098,BottomS113439,-26.4753,35.1999,1.482e-17,1.176e-17,5.32e-18,0.0,46.63,1,26.917382291975123,-8.206539304967468,22989.349705092092
1099,BottomS113475,-26.2432,35.099,1.159e-17,9.202e-18,3.983e-18,0.001,49.9,1,27.84073506891271,-8.294289438977662,23491.68485349009
1100,BottomS113478,-26.5029,35.1637,1.841e-17,1.382e-17,5.698e-18,-0.0,46.68,1,25.728842343617323,-8.093587308341895,24151.956861500446
1101,BottomS113485,-26.2189,35.1258,3.243e-17,2.435e-17,1.002e-17,-0.0,49.87,1,23.914759273875294,-7.921187293470606,22189.97794039579
1102,BottomS113498,-26.47,35.0966,1.948e-17,1.531e-17,6.857e-18,0.0,46.97,1,24.910934502603453,-8.015858054204605,25094.77912579098
1103,BottomS113568,-26.1601,35.0044,2.955e-17,2.29e-17,9.652e-18,-0.0,50.31,1,23.889618922470433,-7.918798099156211,22944.743615471827
1104,BottomS113569,-26.1711,35.007,2.329e-17,1.806e-17,7.695e-18,-0.0,50.21,1,24.041258926209995,-7.933209092420979,25411.86741727343
1109,BottomS113994,-27.4603,35.3621,1.645e-17,1.271e-17,5.472e-18,-0.001,54.19,1,26.75890491610244,-8.191478527204353,22500.28199409692
1112,BottomS114061,-27.5038,35.31,1.977e-17,1.517e-17,6.371e-18,-0.0,52.01,1,25.584013509710104,-8.079823609459602,23420.45914266275
1115,BottomS114090,-27.4367,35.3237,2.04e-17,1.56e-17,6.57e-18,-0.001,53.8,1,25.327389244915018,-8.055435516210213,23753.080616473322
1119,BottomS114134,-27.5398,35.318,1.587e-17,1.261e-17,5.573e-18,-0.0,51.87,1,28.186046511627907,-8.327105851220455,19323.666391060455
1121,BottomS114186,-27.5359,35.298,2.015e-17,1.568e-17,6.988e-18,0.001,51.75,1,26.3249348392702,-8.150236508606929,21242.65112096788
1122,BottomS114237,-27.5874,35.2967,1.346e-17,1.063e-17,4.778e-18,0.0,51.84,1,28.540031397174253,-8.36074653755412,20246.97277835435
1123,BottomS114265,-27.4051,35.3922,1.822e-17,1.416e-17,6.218e-18,-0.001,54.26,1,26.416739319965124,-8.158961078115924,22130.327158492633
1124,BottomS114284,-27.6093,35.2901,2.077e-17,1.58e-17,6.623e-18,0.001,51.65,1,25.075862068965517,-8.031531820950882,24260.823932535615
1125,BottomS114296,-27.5913,35.2761,1.739e-17,1.326e-17,5.81e-18,0.001,51.75,1,25.81652939505822,-8.101920581070459,24421.253256927066
1126,BottomS114309,-27.5865,35.2415,2.138e-17,1.588e-17,6.571e-18,-0.001,51.71,1,26.083213773314206,-8.12726472960706,21674.16554554372
1127,BottomS114312,-27.4111,35.4402,1.484e-17,1.135e-17,4.674e-18,0.0,54.32,1,26.416739319965124,-8.158961078115924,24718.46683940384
1128,BottomS114317,-27.5654,35.2236,3.423e-17,2.719e-17,1.23e-17,-0.001,51.73,1,24.272363150867825,-7.955171907923962,20193.399729440447
1129,BottomS114327,-27.5355,35.2037,3.519e-17,2.744e-17,1.158e-17,0.0,51.92,1,23.470178156467853,-7.878936862643622,21945.198583683174
1133,BottomS114362,-27.3827,35.1858,1.729e-17,1.361e-17,5.773e-18,-0.0,53.0,1,26.26408552441491,-8.144453739911858,22953.243685592366
1134,BottomS114365,-27.3662,35.1916,1.794e-17,1.382e-17,5.803e-18,-0.0,53.14,1,25.758005100595067,-8.09635876893293,24075.016531634814
1135,BottomS114368,-27.6358,35.4639,2.548e-17,1.909e-17,7.815e-18,0.0,52.58,1,25.96401028277635,-8.11593631588433,20027.598568911922
1136,BottomS114409,-27.5159,35.2096,2.05e-17,1.569e-17,6.375e-18,0.0,52.17,1,27.142430576291428,-8.227926598752425,19418.926986484836
1138,BottomS114425,-27.4564,35.1623,1.464e-17,1.148e-17,5.065e-18,-0.0,52.6,1,27.17488789237668,-8.231011155280795,22621.608308002367
1139,BottomS114428,-27.5501,35.498,3.808e-17,2.977e-17,1.281e-17,-0.0,53.49,1,23.18286151491966,-7.851631942542735,21741.75569480729
1140,BottomS114455,-27.6648,35.4286,1.074e-17,8.262e-18,3.605e-18,-0.001,52.34,1,26.173337172473364,-8.135829538801547,29753.813417696416
1141,BottomS114457,-27.677,35.4291,8.942e-18,7.001e-18,3.021e-18,0.0,52.47,1,27.70496799756172,-8.281386917858125,27335.46728028631
1145,BottomS114898,-27.2033,33.4431,3.54e-17,2.685e-17,1.104e-17,0.001,51.1,1,25.214979195561718,-8.044752712041301,18329.537170600448
1146,BottomS114979,-27.1872,33.4175,1.869e-17,1.433e-17,5.965e-18,-0.0,49.06,1,26.664711058961572,-8.182526885108835,21409.84199703836
1147,BottomS114988,-27.1601,33.4393,2.789e-17,2.147e-17,9.349e-18,0.0,50.08,1,23.445963373742583,-7.876635629049872,24875.176060307727
1151,BottomS115140,-27.1829,33.353,4.346e-17,3.334e-17,1.424e-17,0.0,48.61,1,24.775143090760427,-8.002953219904784,17259.992088137635
1152,BottomS115151,-27.1566,33.4647,2.146e-17,1.633e-17,7.024e-18,0.001,50.62,1,26.602282704126424,-8.176594053541479,20193.420123818774
1153,BottomS115161,-27.2753,33.4863,1.039e-17,8.171e-18,3.6e-18,-0.0,51.26,1,26.26408552441491,-8.144453739911858,29623.44242532179
1154,BottomS115166,-27.28,33.5324,2.328e-17,1.76e-17,7.209e-18,-0.0,51.64,1,27.142430576291428,-8.227926598752425,18334.976882341984
1155,BottomS115177,-27.1608,33.2878,2.417e-17,1.888e-17,8.351e-18,-0.0,48.53,1,24.22062350119904,-7.950254869381949,24370.900149317087
1156,BottomS115212,-27.2758,33.6037,1.796e-17,1.42e-17,6.323e-18,-0.0,51.99,1,27.272727272727273,-8.240309246922122,20123.392792005387
1157,BottomS115219,-27.2106,33.6039,2.365e-17,1.801e-17,7.508e-18,0.0,51.53,1,25.355648535564853,-8.058121116560905,22038.528081718636
1158,BottomS115222,-27.1766,33.5855,4.126e-17,3.167e-17,1.326e-17,0.001,51.29,1,25.04822265086801,-8.028905129720187,17187.92315945922
1160,BottomS115277,-27.2338,33.4627,1.952e-17,1.522e-17,6.972e-18,-0.0,51.26,1,25.15914752283421,-8.039446791177447,24494.53944970614
1161,BottomS115312,-27.1541,33.4592,2.809e-17,2.154e-17,8.88e-18,-0.0,50.49,1,24.910934502603453,-8.015858054204605,21156.709527281597
1162,BottomS115330,-27.2646,33.5025,1.199e-17,9.493e-18,4.207e-18,-0.0,51.46,1,28.46852489821484,-8.35395097141406,21593.486716697178
1163,BottomS115348,-27.1637,33.3042,1.667e-17,1.288e-17,5.449e-18,-0.0,48.53,1,26.727433107909437,-8.188487627674448,22428.39802293229
1165,BottomS115360,-27.2316,33.3459,2.8e-17,2.193e-17,9.381e-18,-0.0,49.34,1,23.864531373063794,-7.91641392283985,23511.14190482484
1166,BottomS115374,-27.0979,33.3969,2.79e-17,2.211e-17,9.609e-18,-0.001,49.56,1,24.829281617044522,-8.008098233874742,21069.61072349492
1167,BottomS115377,-27.0905,33.3661,2.105e-17,1.624e-17,7.087e-18,0.0,49.18,1,25.84589138470287,-8.104710975587569,21996.39448519823
1168,BottomS115379,-27.3346,33.5318,1.405e-17,1.118e-17,5.052e-18,0.0,51.37,1,27.33834586466165,-8.246545260263522,22516.789515029486
1169,BottomS115404,-27.2082,33.5861,2.25e-17,1.756e-17,7.581e-18,0.0,51.7,1,24.324324324324323,-7.960109998811886,24985.195087041353
1170,BottomS115415,-27.1262,33.5016,2.334e-17,1.832e-17,8.086e-18,-0.0,50.54,1,26.143226919758412,-8.132968033668503,20047.178091479895
1171,BottomS115416,-27.1101,33.5018,1.773e-17,1.367e-17,5.942e-18,0.0,50.52,1,26.696035242290748,-8.185503755221266,21845.59435555838
1175,FrontS018224,-26.9114,15.4538,9.52e-18,7.432e-18,3.373e-18,-0.0,9.82,1,27.110050700864896,-8.224849401738586,28315.38353948316
1177,FrontS018304,-26.9117,15.4535,1.761e-17,1.337e-17,5.498e-18,-0.001,6.96,1,25.81652939505822,-8.101920581070459,24320.584368275708
1178,FrontS018318,-26.8796,15.4725,7.17e-18,5.537e-18,2.379e-18,-0.001,11.45,1,29.01372486434727,-8.405763638560787,26636.73063829098
1182,FrontS018456,-26.9024,15.4991,1.202e-17,9.51e-18,4.235e-18,-0.0,11.02,1,26.602282704126424,-8.176594053541479,26461.393722600118
