,Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?,Period,Absolute_Magnitude,Dist
1173,FrontS017994,-26.8811,15.4304,7.503e-14,6.12e-14,2.892e-14,-0.0,12.33,1,44.97773379515091,-4.450225014775586,24071.978206198062
1174,FrontS018043,-26.8629,15.4475,5.243e-14,4.021e-14,1.713e-14,0.001,6.52,1,45.8859162039374,-4.5041775019649375,27908.9959379087
1176,FrontS018272,-26.9161,15.455,4.892e-14,4.681e-14,3.12e-14,0.0,11.72,1,45.33665835411471,-4.471547683528126,26856.959092891073
1179,FrontS018319,-26.9188,15.4536,4.928e-14,4.523e-14,2.71e-14,0.0,7.52,1,46.07197161682716,-4.51523051530601,25981.932399264708
1180,FrontS018364,-26.9189,15.448,5.719e-14,4.681e-14,2.346e-14,0.0,11.48,1,45.066931085770946,-4.455523967533251,27357.014188375313
1181,FrontS018449,-26.922,15.4732,7.546e-14,5.806e-14,2.508e-14,-0.0,7.13,1,43.59712230215827,-4.368206883650707,27161.768439206964
1185,FrontS018466,-26.9057,15.4661,6.028e-14,4.58e-14,1.986e-14,-0.0,5.74,1,45.156482861400896,-4.4608439792189145,27488.134767134325
1187,FrontS018617,-27.3145,15.3767,5.557e-14,4.428e-14,2.011e-14,-0.001,5.02,1,44.88888888888889,-4.444946996152272,28472.309495187943
1188,FrontS018980,-26.9249,15.5617,7.465e-14,5.738e-14,2.521e-14,-0.001,6.91,1,42.93811998110534,-4.329057463952224,28581.893461693704
1190,FrontS019262,-26.8525,15.3775,3.738e-14,3.989e-14,3.254e-14,0.0,14.95,1,45.79345088161209,-4.498684404906516,28198.485225774602
1192,FrontS019534,-26.9163,15.9307,5.794e-14,5.022e-14,2.778e-14,0.0,9.54,1,44.800394282897976,-4.439689787853742,26897.799494775274
1193,FrontS019561,-26.7548,15.5678,4.697e-14,3.542e-14,1.464e-14,0.001,13.33,1,46.07197161682716,-4.51523051530601,29360.29831561071
1194,FrontS019563,-26.5968,15.5241,6.076e-14,4.698e-14,1.993e-14,-0.0,14.99,1,43.100995732574674,-4.338733440726919,31237.536271458754
1196,FrontS019870,-26.7586,15.1338,6.3e-14,5.017e-14,2.307e-14,0.0,15.6,1,44.44987775061125,-4.418866615619955,27564.152352227546
1197,FrontS020019,-26.8665,15.4861,7.246e-14,5.565e-14,2.332e-14,0.001,13.36,1,43.7650457390467,-4.378182728800164,27426.857574104495
1198,FrontS020068,-27.0325,15.2256,1.047e-13,8.137e-14,3.671e-14,-0.0,8.21,1,43.18289786223278,-4.343599009095573,23603.061471227993
1199,FrontS020170,-26.7635,15.5942,3.9e-14,3.789e-14,2.616e-14,0.0,4.89,1,46.07197161682716,-4.51523051530601,28387.19229645586
1200,FrontS020283,-26.8646,15.4959,7.031e-14,6.312e-14,3.527e-14,0.001,6.65,1,43.680922633349354,-4.373185218676037,25901.43916794653
1201,FrontS020536,-24.0276,19.9348,6.53e-14,6.048e-14,3.802e-14,0.0,7.51,1,44.88888888888889,-4.444946996152272,24362.430358905323
1202,FrontS020690,-24.0211,19.9424,4.798e-14,4.866e-14,3.638e-14,-0.0,7.41,1,44.44987775061125,-4.418866615619955,27988.565486014464
1203,FrontS020809,-24.0907,19.8692,9.648e-14,7.14e-14,2.929e-14,0.001,7.98,1,41.00135317997293,-4.213999756364072,29251.693614679425
1204,FrontS020876,-23.9905,19.9712,5.365e-14,4.425e-14,2.201e-14,0.0,4.15,1,44.800394282897976,-4.439689787853742,28654.871718373288
1205,FrontS020944,-23.9585,19.9954,4.573e-14,3.509e-14,1.489e-14,0.0,4.08,1,44.97773379515091,-4.450225014775586,31790.386537188773
1206,FrontS021013,-24.0268,19.9353,6.574e-14,5.314e-14,2.625e-14,-0.0,7.72,1,44.97773379515091,-4.450225014775586,25833.111448439366
1210,FrontS021339,-23.9805,19.977,8.599e-14,6.712e-14,2.946e-14,-0.0,3.57,1,42.696101456082665,-4.314679844165116,26867.92355744814
1211,FrontS021366,-24.027,19.9787,6.727e-14,5.328e-14,2.406e-14,0.0,6.5,1,43.513642891335564,-4.363247613575211,28516.359762169788
1213,FrontS021430,-24.0195,20.0028,8.972e-14,7.362e-14,3.599e-14,0.001,4.85,1,43.59712230215827,-4.368206883650707,24121.185670286955
1214,FrontS021453,-24.0136,19.9943,7.068e-14,5.413e-14,2.318e-14,0.0,3.8,1,44.62444771723122,-4.429237311855191,26221.789731506567
1215,FrontS021495,-24.0049,19.9625,6.055e-14,4.765e-14,2.106e-14,-0.0,5.86,1,45.33665835411471,-4.471547683528126,26619.182009361182
1217,FrontS021910,-23.0917,16.2154,3.439e-14,2.821e-14,1.361e-14,0.0,2.17,1,48.12069878242456,-4.636939463956609,28597.543214784888
1218,FrontS021944,-23.0746,16.2519,4.213e-14,3.778e-14,2.148e-14,0.0,1.75,1,47.02534919813761,-4.571867916828682,26633.918397353325
1219,FrontS021961,-23.0954,16.1868,6.712e-14,5.394e-14,2.485e-14,-0.0,2.9,1,42.696101456082665,-4.314679844165116,29971.23278677684
1222,FrontS022090,-23.0774,16.2101,3.937e-14,3.418e-14,1.89e-14,0.0,2.21,1,45.33665835411471,-4.471547683528126,31429.69228508707
1225,FrontS022199,-23.1032,16.2403,3.819e-14,3.759e-14,2.707e-14,-0.001,2.17,1,45.2463912394226,-4.466185175620102,30155.827428826957
1228,FrontS022279,-23.1034,16.2415,9.271e-14,7.114e-14,2.947e-14,0.0,2.23,1,40.34620505992011,-4.17507930358685,30648.09024504394
1230,FrontS022376,-23.1584,16.1681,4.886e-14,3.703e-14,1.522e-14,0.0,3.13,1,44.536991670749636,-4.424041801369876,31893.504542558916
1232,FrontS022393,-23.182,16.2271,5.052e-14,4.925e-14,3.483e-14,0.001,2.93,1,44.44987775061125,-4.418866615619955,27820.413120082238
1240,FrontS022438,-23.0257,16.2925,6.378e-14,5.439e-14,2.9e-14,0.001,1.85,1,45.066931085770946,-4.455523967533251,25379.23264500759
1241,FrontS022441,-23.1754,16.1503,5.427e-14,4.022e-14,1.661e-14,-0.0,3.21,1,43.680922633349354,-4.373185218676037,32447.882266525074
1244,FrontS022453,-22.9788,16.2267,4.613e-14,3.485e-14,1.438e-14,0.0,1.94,1,44.800394282897976,-4.439689787853742,32288.934563330913
1245,FrontS022455,-22.977,16.215,8.906e-14,7.08e-14,3.118e-14,0.0,1.84,1,41.98614318706697,-4.272503279145292,27461.97273188822
1250,FrontS022511,-23.2154,16.156,4.788e-14,3.717e-14,1.618e-14,0.0,2.86,1,44.104803493449786,-4.398366753192807,32788.40892847445
1256,FrontS022587,-23.1705,16.2863,5.006e-14,3.929e-14,1.798e-14,0.0,2.55,1,44.01937046004842,-4.3932914240567875,32078.442476300566
1261,FrontS022687,-23.0497,16.1094,2.451e-14,2.545e-14,2.01e-14,0.0,2.68,1,47.71653543307086,-4.612929289659633,30952.19564430379
1266,FrontS022726,-22.9954,16.2693,4.301e-14,3.806e-14,2.061e-14,-0.001,1.7,1,45.60963371801304,-4.48776435947477,29233.675930447105
1268,FrontS023376,-17.6855,16.7947,6.914e-14,5.328e-14,2.256e-14,0.001,12.37,1,44.800394282897976,-4.439689787853742,26113.9758408094
1269,FrontS023397,-17.5712,16.7314,6.541e-14,5.325e-14,2.578e-14,-0.0,12.54,1,44.01937046004842,-4.3932914240567875,27554.623538924883
1270,FrontS023506,-17.6839,16.7935,7.258e-14,5.513e-14,2.375e-14,-0.0,12.37,1,44.104803493449786,-4.398366753192807,26922.948915977682
1272,FrontS023528,-17.7221,16.7971,6.21e-14,5.244e-14,2.654e-14,-0.001,12.49,1,45.70135746606335,-4.493213401752803,24749.245155128596
1273,FrontS023590,-17.6976,16.7694,5.669e-14,5.114e-14,2.961e-14,0.001,13.0,1,44.97773379515091,-4.450225014775586,26333.411806705633
1275,FrontS023647,-17.6993,16.7922,1e-13,8.412e-14,4.213e-14,0.0,12.97,1,42.14186369958275,-4.281754183892339,24927.187248770424
1277,FrontS023670,-17.6627,16.7867,8.393e-14,6.355e-14,2.625e-14,-0.0,12.33,1,43.513642891335564,-4.363247613575211,26110.694036898312
1280,FrontS023685,-17.7008,16.7805,5.58e-14,5.148e-14,3.099e-14,-0.001,13.3,1,45.70135746606335,-4.493213401752803,24978.94144879806
1282,FrontS023891,-34.3789,15.4326,9.475e-14,7.724e-14,3.745e-14,0.0,4.99,1,43.100995732574674,-4.338733440726919,24361.95558492298
1285,FrontS024003,-34.3791,15.4765,8.991e-14,7.139e-14,3.253e-14,-0.001,3.29,1,42.93811998110534,-4.329057463952224,25624.33344225065
1286,FrontS024004,-34.4005,15.4703,8.78e-14,7.569e-14,4.056e-14,-0.001,5.02,1,43.59712230215827,-4.368206883650707,23789.06130779311
1290,FrontS024182,-34.4199,15.3833,8.029e-14,6.548e-14,3.135e-14,0.0,4.24,1,45.156482861400896,-4.4608439792189145,22989.190285441866
1291,FrontS024203,-34.2127,15.4261,4.775e-14,3.687e-14,1.593e-14,0.0,4.55,1,45.70135746606335,-4.493213401752803,29515.94757654679
1292,FrontS024355,-34.4338,15.4657,5.285e-14,4.224e-14,1.943e-14,0.0,3.87,1,45.51827741612418,-4.482337146109218,27923.47552138381
1293,FrontS024672,-34.387,15.322,7.391e-14,6.228e-14,3.147e-14,0.0,6.21,1,43.513642891335564,-4.363247613575211,26375.57226890913
1294,FrontS024717,-34.5613,15.4474,4.273e-14,3.974e-14,2.463e-14,0.0,7.4,1,46.92823954568921,-4.566098913565686,26141.867664085068
1295,FrontS024767,-34.5058,15.6213,5.554e-14,4.258e-14,1.854e-14,0.001,5.01,1,45.33665835411471,-4.471547683528126,28159.395639345836
1296,FrontS024876,-34.4845,15.4222,2.947e-14,2.348e-14,1.05e-14,0.001,4.71,1,48.949919224555735,-4.686201049347821,29617.63857011638
1297,FrontS024890,-19.8621,13.4834,2.092e-14,2.22e-14,1.821e-14,-0.0,-4.1,1,49.59083469721767,-4.724275981755348,29153.152330398807
1298,FrontS024977,-19.8523,13.4537,7.956e-14,6.09e-14,2.549e-14,-0.001,-1.94,1,44.97773379515091,-4.450225014775586,24131.19595424431
1299,FrontS025080,-19.8699,13.4647,5.687e-14,4.64e-14,2.197e-14,0.001,-0.26,1,46.63930220625962,-4.548933982871939,24675.957767610696
1300,FrontS025114,-19.867,13.4654,8.876e-14,7.131e-14,3.347e-14,-0.0,-1.78,1,43.43048256091734,-4.358307299142622,24789.69207440318
1301,FrontS025327,-19.8725,13.4703,4.168e-14,4.134e-14,2.896e-14,-0.0,-1.95,1,45.60963371801304,-4.48776435947477,28049.98182022308
1302,FrontS025414,-19.8933,13.466,6.012e-14,5.396e-14,3.193e-14,0.0,0.04,1,44.536991670749636,-4.424041801369876,26420.627545883253
1303,FrontS025419,-19.8315,13.4721,1.071e-13,8.102e-14,3.283e-14,0.001,-4.37,1,41.45006839945281,-4.24065662826165,26630.269800262664
1305,FrontS025459,-19.8554,13.4602,6.151e-14,5.354e-14,2.767e-14,-0.0,-2.26,1,46.165566277298126,-4.520790703073574,23728.236647876998
1307,FrontS025520,-19.8832,13.4474,4.712e-14,4.062e-14,2.238e-14,0.001,-0.11,1,46.353901070882195,-4.531979127821563,26893.075837303833
1311,FrontS025547,-19.8408,13.4763,8.172e-14,7.011e-14,3.729e-14,0.001,-3.13,1,45.42728635682159,-4.476931630748126,21809.42426706974
1320,FrontS025599,-19.8235,13.5489,5.696e-14,4.334e-14,1.802e-14,0.001,-4.24,1,45.8859162039374,-4.5041775019649375,26882.323033750134
1323,FrontS025631,-19.948,13.3748,4.218e-14,3.491e-14,1.726e-14,-0.0,-0.12,1,47.81693845344555,-4.618893942374913,26246.905306401935
1324,FrontS025642,-19.8655,13.4662,6.565e-14,5.086e-14,2.182e-14,0.001,-2.15,1,45.60963371801304,-4.48776435947477,25288.882719967973
1328,FrontS025724,-19.8914,13.4161,9.035e-14,6.959e-14,3.086e-14,-0.001,-0.18,1,44.62444771723122,-4.429237311855191,23126.394290853663
1330,FrontS025728,-19.8625,13.5163,4.832e-14,3.772e-14,1.698e-14,-0.0,-3.79,1,46.25954198473282,-4.526373527737901,28088.425412226672
1336,FrontS025862,-33.7627,14.5465,8.619e-14,7.395e-14,4.006e-14,-0.0,7.3,1,43.26511185149929,-4.3484831041405485,24620.07427306928
1338,FrontS026300,-33.7371,14.5409,8.999e-14,6.971e-14,3.052e-14,-0.0,3.72,1,41.224489795918366,-4.227255656607017,29155.77770427979
1339,FrontS026457,-33.7637,14.5375,4.893e-14,3.924e-14,1.889e-14,-0.0,6.5,1,45.33665835411471,-4.471547683528126,29333.349641573175
1340,FrontS026664,-33.7503,14.5637,6.937e-14,5.389e-14,2.344e-14,-0.0,4.07,1,41.75470831419384,-4.258754403486556,31979.28183317993
1341,FrontS026675,-33.7515,14.5352,8.626e-14,6.73e-14,2.961e-14,0.0,5.53,1,42.14186369958275,-4.281754183892339,27868.614360518746
1342,FrontS026683,-33.7649,14.5549,6.222e-14,5.176e-14,2.525e-14,-0.0,5.87,1,44.44987775061125,-4.418866615619955,27137.482622363415
1344,FrontS026726,-33.7508,14.5204,3.831e-14,3.806e-14,2.722e-14,-0.001,6.42,1,46.07197161682716,-4.51523051530601,28323.723778956508
1345,FrontS026790,-33.774,14.5384,3.673e-14,3.631e-14,2.545e-14,-0.001,7.65,1,45.42728635682159,-4.476931630748126,30305.472540450166
1347,FrontS026827,-33.7959,14.527,4.54e-14,3.884e-14,1.947e-14,-0.0,8.03,1,48.949919224555735,-4.686201049347821,23028.19321603347
1348,FrontS026860,-33.7547,14.5474,6.356e-14,5.121e-14,2.355e-14,0.0,5.08,1,43.59712230215827,-4.368206883650707,28921.390557390252
1349,FrontS026873,-33.8053,14.5236,4.156e-14,3.31e-14,1.501e-14,0.001,8.09,1,45.33665835411471,-4.471547683528126,31938.326871486977
1350,FrontS026952,-33.6565,14.5635,2.509e-14,2.347e-14,1.415e-14,-0.001,3.84,1,49.59083469721767,-4.724275981755348,28353.420860053197
1352,FrontS027137,-34.5977,11.5951,8.878e-14,6.912e-14,3.034e-14,-0.0,7.46,1,43.01940369143398,-4.333886293819198,25897.32984972479
1353,FrontS027206,-34.5838,11.5686,6.482e-14,5.023e-14,2.189e-14,-0.0,6.27,1,43.43048256091734,-4.358307299142622,29536.889709354185
1354,FrontS027289,-34.5322,11.5317,5.621e-14,4.621e-14,2.258e-14,-0.0,3.76,1,46.83153013910355,-4.560353687750451,24403.671588923367
1355,FrontS027340,-34.4845,11.4851,3.33e-14,2.533e-14,1.098e-14,-0.0,3.57,1,48.01901743264659,-4.630898869392988,30390.158867910908
1356,FrontS027384,-34.5272,11.5307,3.819e-14,2.876e-14,1.196e-14,0.0,4.03,1,46.73521850899743,-4.554632092684071,31137.913854849106
1357,FrontS027453,-34.5637,11.5889,5.243e-14,4.119e-14,1.884e-14,0.0,7.28,1,45.066931085770946,-4.455523967533251,29163.66629998876
1358,FrontS027463,-34.5658,11.5451,1.067e-13,8.116e-14,3.402e-14,-0.0,4.04,1,42.37762237762237,-4.2957599242960836,24971.75231425395
1361,FrontS027516,-34.596,11.5709,1.168e-13,9.154e-14,4.074e-14,0.0,6.97,1,42.37762237762237,-4.2957599242960836,23513.354080049176
1363,FrontS027562,-34.5697,11.5605,5.033e-14,4.997e-14,3.467e-14,0.001,5.54,1,45.97875569044005,-4.509692827033713,24877.051874010107
1368,FrontS027582,-34.5671,11.5612,4.701e-14,4.6e-14,3.243e-14,0.0,-0.75,1,45.97875569044005,-4.509692827033713,25928.337471565163
1371,FrontS027597,-34.5291,11.525,4.707e-14,3.901e-14,1.929e-14,0.001,3.48,1,48.01901743264659,-4.630898869392988,24488.522901695662
1373,FrontS027609,-34.5119,11.5113,3.925e-14,3.295e-14,1.64e-14,0.0,3.71,1,49.05558553696708,-4.692478379002704,24821.790228858063
1376,FrontS027632,-34.6114,11.5944,5.776e-14,5.017e-14,2.826e-14,0.0,6.23,1,46.44864588656106,-4.537607642979658,24042.19570394254
1387,FrontS027757,-34.5937,11.5753,4.233e-14,4.525e-14,3.762e-14,0.001,5.92,1,45.79345088161209,-4.498684404906516,26475.76427813356
1390,FrontS027843,-30.5942,14.5762,3.971e-14,3.065e-14,1.311e-14,-0.0,5.77,1,45.79345088161209,-4.498684404906516,32169.370169677524
1391,FrontS027865,-30.6418,14.6562,7.347e-14,6.282e-14,3.26e-14,-0.001,4.46,1,44.88888888888889,-4.444946996152272,23904.382854863088
1393,FrontS028195,-30.6487,14.6317,4.677e-14,3.615e-14,1.596e-14,-0.001,5.08,1,44.536991670749636,-4.424041801369876,32279.362458886364
1396,FrontS028278,-30.6031,14.6117,2.818e-14,2.859e-14,2.213e-14,-0.001,5.04,1,46.73521850899743,-4.554632092684071,31230.35176632645
1397,FrontS028350,-30.624,14.6093,4.458e-14,3.429e-14,1.426e-14,0.0,5.65,1,45.2463912394226,-4.466185175620102,31573.56851769522
1399,FrontS028526,-30.6257,14.6733,6.649e-14,5.202e-14,2.278e-14,-0.0,4.15,1,41.90871369294606,-4.267903417103019,32207.952534642736
1401,FrontS028578,-30.6167,14.6987,4.989e-14,3.869e-14,1.7e-14,-0.001,4.25,1,41.98614318706697,-4.272503279145292,37149.159780119146
1403,FrontS028590,-30.5976,14.6942,6.148e-14,4.779e-14,2.047e-14,0.0,4.19,1,43.513642891335564,-4.363247613575211,30109.786630892017
1405,FrontS028599,-30.5869,14.6906,4.483e-14,3.451e-14,1.436e-14,-0.0,4.11,1,43.347639484978544,-4.353385831880019,35837.24406524144
1406,FrontS028603,-30.5786,14.689,6.391e-14,5.307e-14,2.638e-14,-0.001,4.44,1,44.36310395314788,-4.413711635573304,26959.98451381561
1420,FrontS028672,-30.5972,14.6919,5.331e-14,4.705e-14,2.638e-14,0.001,4.19,1,44.01937046004842,-4.3932914240567875,29313.958865056688
1422,FrontS028726,-30.5197,14.6213,2.749e-14,2.905e-14,2.339e-14,0.001,4.7,1,46.73521850899743,-4.554632092684071,30982.10242036467
1428,FrontS028803,-27.0184,16.8004,5.723e-14,4.535e-14,2.059e-14,-0.001,14.76,1,43.7650457390467,-4.378182728800164,30382.253980530993
1429,FrontS028816,-27.0386,16.8084,5.255e-14,4.243e-14,2.03e-14,0.0,11.26,1,46.07197161682716,-4.51523051530601,26825.52476548288
1430,FrontS028826,-27.0375,16.8252,8.031e-14,6.144e-14,2.576e-14,0.0,12.88,1,43.934267762203966,-4.38823571919969,25802.18809633534
1431,FrontS028849,-27.0235,16.8243,4.188e-14,3.709e-14,2.079e-14,0.0,12.65,1,45.33665835411471,-4.471547683528126,30171.558326763294
1432,FrontS028886,-27.0381,16.8206,7.343e-14,5.766e-14,2.474e-14,0.0,10.25,1,43.01940369143398,-4.333886293819198,28354.33943437191
1433,FrontS028966,-27.0552,16.7997,7.633e-14,6.957e-14,4.27e-14,-0.0,13.7,1,42.857142857142854,-4.324246847493517,26101.50652097224
1435,FrontS029023,-27.04,16.8067,6.588e-14,5.57e-14,2.82e-14,-0.001,10.97,1,44.19056878949927,-4.403461821090658,26628.180481527572
1438,FrontS029419,-27.3774,16.8304,9.55e-14,7.414e-14,3.306e-14,0.0,10.53,1,43.7650457390467,-4.378182728800164,23761.964611426894
1439,FrontS029495,-27.2549,16.9984,8.232e-14,6.602e-14,3.014e-14,0.0,12.08,1,43.18289786223278,-4.343599009095573,26203.707047402117
1440,FrontS029616,-26.9683,16.6516,8.324e-14,7.836e-14,4.96e-14,0.001,11.84,1,42.37762237762237,-4.2957599242960836,25413.988214768426
1441,FrontS029742,-27.2887,16.8292,8.765e-14,7.574e-14,3.972e-14,-0.001,15.75,1,42.2987436016752,-4.291073964617027,25989.646191492928
1442,FrontS030136,-26.9581,17.0218,6.955e-14,5.486e-14,2.455e-14,-0.0,16.03,1,43.7650457390467,-4.378182728800164,27623.629088444446
1443,FrontS030262,-22.3489,15.3627,6.813e-14,5.232e-14,2.27e-14,0.001,15.04,1,42.61603375527426,-4.309923253902683,30598.807778316095
1444,FrontS030305,-22.4089,15.3205,4.349e-14,3.452e-14,1.591e-14,0.0,15.97,1,45.70135746606335,-4.493213401752803,30504.078198684143
1445,FrontS030663,-22.3552,15.342,2.61e-14,2.183e-14,1.145e-14,0.0,14.78,1,49.26829268292683,-4.705114694633185,30054.934430771686
1446,FrontS030739,-22.3602,15.3545,3.686e-14,3.398e-14,2.052e-14,0.001,15.29,1,46.353901070882195,-4.531979127821563,29403.48102687407
1447,FrontS030759,-22.358,15.3456,7.095e-14,5.933e-14,3.069e-14,0.0,14.96,1,42.53626579316799,-4.305184470248627,28891.533289836923
1448,FrontS030839,-22.3847,15.2999,4.282e-14,3.408e-14,1.513e-14,0.001,15.24,1,45.51827741612418,-4.482337146109218,31087.201908391962
1454,FrontS030903,-22.4276,15.2977,3.108e-14,2.728e-14,1.447e-14,-0.0,15.74,1,48.531767218366255,-4.661359849453534,28274.69261755919
1455,FrontS030913,-22.461,15.3354,3.182e-14,3.405e-14,2.765e-14,-0.0,16.59,1,45.2463912394226,-4.466185175620102,31684.645618977785
1456,FrontS030916,-22.2701,15.3163,5.028e-14,4.098e-14,1.955e-14,0.0,13.94,1,44.536991670749636,-4.424041801369876,30317.481573351015
1461,FrontS030937,-22.3061,15.2398,4.422e-14,4.01e-14,2.443e-14,0.001,13.9,1,45.33665835411471,-4.471547683528126,29017.097695589633
1463,FrontS030947,-22.364,15.2483,7.21e-14,5.74e-14,2.683e-14,-0.0,14.92,1,43.680922633349354,-4.373185218676037,27161.355790620102
1465,FrontS030967,-22.4858,15.3215,5.693e-14,5.041e-14,2.898e-14,0.0,16.24,1,44.88888888888889,-4.444946996152272,26685.05813054953
1470,FrontS031025,-22.4325,15.3852,5.549e-14,4.279e-14,1.845e-14,0.0,16.42,1,43.849493487698986,-4.3831995250222135,31097.759049146756
1480,FrontS031319,-29.6782,7.2806,1.085e-13,8.722e-14,4.081e-14,0.0,-2.54,1,42.61603375527426,-4.309923253902683,23699.01696648696
1481,FrontS031573,-29.7091,7.3235,1.097e-13,8.561e-14,3.785e-14,-0.0,-1.78,1,42.22015791918254,-4.286405416771427,24577.34937095255
1482,FrontS031615,-29.7225,7.3215,7.529e-14,7.116e-14,4.554e-14,0.0,-1.17,1,44.62444771723122,-4.429237311855191,22869.85306608063
1483,FrontS031634,-29.7216,7.332,9.788e-14,7.573e-14,3.207e-14,0.0,-0.48,1,41.45006839945281,-4.24065662826165,27544.6784860268
1484,FrontS031668,-29.7144,7.3313,4.662e-14,4.247e-14,2.5e-14,-0.0,-0.97,1,46.353901070882195,-4.531979127821563,26300.821003762274
1485,FrontS031670,-29.7175,7.3058,8.506e-14,6.431e-14,2.671e-14,0.001,-2.13,1,41.98614318706697,-4.272503279145292,28814.368478567863
1486,FrontS031731,-29.732,7.3182,5.018e-14,3.763e-14,1.551e-14,0.0,-1.21,1,45.70135746606335,-4.493213401752803,29216.36556747071
1494,FrontS031889,-29.6613,7.3841,5.731e-14,5.868e-14,4.304e-14,-0.0,-0.95,1,44.62444771723122,-4.429237311855191,25184.671560345927
1502,FrontS031981,-29.788,7.2917,7.896e-14,6.587e-14,3.286e-14,0.0,-0.97,1,44.01937046004842,-4.3932914240567875,24774.817057739372
1503,FrontS032003,-29.604,7.3179,9.503e-14,7.294e-14,3.194e-14,0.0,-2.05,1,42.77647058823529,-4.319454341590889,25632.440015227738
1506,FrontS032030,-29.8304,7.4133,7.185e-14,5.583e-14,2.496e-14,0.0,0.35,1,44.62444771723122,-4.429237311855191,25819.48230355693
1508,FrontS032032,-29.8185,7.4121,9.016e-14,6.788e-14,2.795e-14,0.001,0.19,1,43.26511185149929,-4.3484831041405485,25697.302156223086
1509,FrontS032033,-29.6121,7.242,7.425e-14,7.223e-14,5.125e-14,0.0,-2.56,1,42.696101456082665,-4.314679844165116,25900.089837623647
1511,FrontS032183,-27.3699,12.6454,4.492e-14,3.909e-14,2.124e-14,0.0,-2.94,1,47.02534919813761,-4.571867916828682,26183.83203432009
1512,FrontS032208,-27.5547,12.8304,6.532e-14,5.237e-14,2.36e-14,0.0,-3.42,1,44.104803493449786,-4.398366753192807,27623.28577769209
1513,FrontS032220,-27.5844,12.694,5.284e-14,4.556e-14,2.376e-14,-0.0,-2.45,1,45.33665835411471,-4.471547683528126,27222.894527490185
1514,FrontS032279,-27.5626,12.6895,8.109e-14,6.165e-14,2.684e-14,0.001,-2.79,1,41.831569259088816,-4.263320489665596,29742.20856119731
1515,FrontS032285,-27.6336,12.5629,8.114e-14,7.813e-14,5.122e-14,-0.0,-2.1,1,41.98614318706697,-4.272503279145292,26142.03840109573
1516,FrontS032368,-27.5796,12.6999,5.621e-14,4.495e-14,2.085e-14,-0.0,-2.66,1,44.36310395314788,-4.413711635573304,29294.044312936883
1519,FrontS032514,-27.6033,12.7032,6.824e-14,5.293e-14,2.332e-14,0.0,-2.59,1,41.831569259088816,-4.263320489665596,32098.80084094322
1522,FrontS032630,-27.5981,12.7133,8.72e-14,7.19e-14,3.561e-14,-0.0,-2.66,1,41.224489795918366,-4.227255656607017,28708.316563507567
1523,FrontS032642,-27.5436,12.6885,4.412e-14,4.119e-14,2.629e-14,0.0,-2.76,1,45.79345088161209,-4.498684404906516,27749.930615249395
1529,FrontS032802,-27.4832,12.7182,6.073e-14,4.57e-14,1.905e-14,0.0,-3.29,1,43.934267762203966,-4.38823571919969,29917.413247483037
1531,FrontS032811,-27.6474,12.6394,3.847e-14,3.257e-14,1.653e-14,-0.0,-2.13,1,46.44864588656106,-4.537607642979658,29839.20851055968
1532,FrontS032827,-27.5825,12.5945,6.117e-14,5.447e-14,3.162e-14,-0.001,-2.32,1,44.104803493449786,-4.398366753192807,27085.56727294436
1569,FrontS033213,-29.4841,18.1792,7.919e-14,6.048e-14,2.53e-14,-0.0,-2.52,1,44.36310395314788,-4.413711635573304,25254.471877882235
1570,FrontS033429,-29.4704,18.1923,5.315e-14,4.384e-14,2.06e-14,0.0,-1.37,1,45.33665835411471,-4.471547683528126,27751.782650903624
1572,FrontS033526,-29.4474,18.1773,3.851e-14,2.961e-14,1.276e-14,-0.0,-1.63,1,46.63930220625962,-4.548933982871939,30889.708137167123
1575,FrontS033607,-29.456,18.1664,6.757e-14,5.787e-14,3.088e-14,-0.0,-1.96,1,44.62444771723122,-4.429237311855191,25360.31262240491
1576,FrontS033626,-29.4618,18.1762,6.023e-14,5.65e-14,3.54e-14,0.0,-1.75,1,45.33665835411471,-4.471547683528126,24445.669411398514
1578,FrontS033716,-29.5133,18.1813,7.541e-14,6.765e-14,3.877e-14,0.0,-2.82,1,43.59712230215827,-4.368206883650707,25163.013911437076
1599,FrontS033948,-29.6077,18.1648,7.247e-14,5.708e-14,2.581e-14,0.0,-3.21,1,44.36310395314788,-4.413711635573304,25995.740917721694
1609,FrontS034057,-29.5811,18.1557,4.838e-14,4.029e-14,1.995e-14,0.0,-3.29,1,45.70135746606335,-4.493213401752803,28235.44686443166
1619,FrontS034596,-18.7876,15.2916,3.372e-14,2.724e-14,1.29e-14,0.0,10.57,1,49.05558553696708,-4.692478379002704,27299.66129911984
1620,FrontS034722,-18.7808,15.2727,7.64e-14,6.03e-14,2.75e-14,-0.0,9.65,1,45.51827741612418,-4.482337146109218,23370.756519092876
1628,FrontS034926,-18.7392,15.2525,3.09e-14,3.215e-14,2.46e-14,0.0,8.41,1,47.12286158631415,-4.577660845455133,28679.996146446963
1630,FrontS034935,-18.7744,15.271,7.917e-14,6.616e-14,3.334e-14,-0.001,9.38,1,41.75470831419384,-4.258754403486556,28861.908796401764
1633,FrontS034942,-18.8047,15.2861,4.778e-14,3.881e-14,1.79e-14,0.0,10.19,1,44.97773379515091,-4.450225014775586,30228.435554719967
